instruction,ltl,pattern_type,props
visit d and only then visit h without returning to d only then visit b without returning to h only then visit a without returning to b and only then visit c without returning to a,& & U ! h d & U ! b h & U ! a b & U ! c a F c & U ! d U d U ! d h & U ! h U h U ! h b & U ! b U b U ! b a U ! a U a U ! a c,strictly_ordered_visit,"['d', 'h', 'b', 'a', 'c']"
visit d and only then visit h without returning to d only then visit b without returning to h only then visit c without returning to b and only then visit a without returning to c,& & U ! h d & U ! b h & U ! c b & U ! a c F a & U ! d U d U ! d h & U ! h U h U ! h b & U ! b U b U ! b c U ! c U c U ! c a,strictly_ordered_visit,"['d', 'h', 'b', 'c', 'a']"
visit d and only then visit h without returning to d only then visit c without returning to h only then visit a without returning to c and only then visit b without returning to a,& & U ! h d & U ! c h & U ! a c & U ! b a F b & U ! d U d U ! d h & U ! h U h U ! h c & U ! c U c U ! c a U ! a U a U ! a b,strictly_ordered_visit,"['d', 'h', 'c', 'a', 'b']"
visit d and only then visit h without returning to d only then visit c without returning to h only then visit b without returning to c and only then visit a without returning to b,& & U ! h d & U ! c h & U ! b c & U ! a b F a & U ! d U d U ! d h & U ! h U h U ! h c & U ! c U c U ! c b U ! b U b U ! b a,strictly_ordered_visit,"['d', 'h', 'c', 'b', 'a']"
visit h and only then visit a without returning to h only then visit b without returning to a only then visit c without returning to b and only then visit d without returning to c,& & U ! a h & U ! b a & U ! c b & U ! d c F d & U ! h U h U ! h a & U ! a U a U ! a b & U ! b U b U ! b c U ! c U c U ! c d,strictly_ordered_visit,"['h', 'a', 'b', 'c', 'd']"
visit h and only then visit a without returning to h only then visit b without returning to a only then visit d without returning to b and only then visit c without returning to d,& & U ! a h & U ! b a & U ! d b & U ! c d F c & U ! h U h U ! h a & U ! a U a U ! a b & U ! b U b U ! b d U ! d U d U ! d c,strictly_ordered_visit,"['h', 'a', 'b', 'd', 'c']"
visit h and only then visit a without returning to h only then visit c without returning to a only then visit b without returning to c and only then visit d without returning to b,& & U ! a h & U ! c a & U ! b c & U ! d b F d & U ! h U h U ! h a & U ! a U a U ! a c & U ! c U c U ! c b U ! b U b U ! b d,strictly_ordered_visit,"['h', 'a', 'c', 'b', 'd']"
visit h and only then visit a without returning to h only then visit c without returning to a only then visit d without returning to c and only then visit b without returning to d,& & U ! a h & U ! c a & U ! d c & U ! b d F b & U ! h U h U ! h a & U ! a U a U ! a c & U ! c U c U ! c d U ! d U d U ! d b,strictly_ordered_visit,"['h', 'a', 'c', 'd', 'b']"
visit h and only then visit a without returning to h only then visit d without returning to a only then visit b without returning to d and only then visit c without returning to b,& & U ! a h & U ! d a & U ! b d & U ! c b F c & U ! h U h U ! h a & U ! a U a U ! a d & U ! d U d U ! d b U ! b U b U ! b c,strictly_ordered_visit,"['h', 'a', 'd', 'b', 'c']"
visit h and only then visit a without returning to h only then visit d without returning to a only then visit c without returning to d and only then visit b without returning to c,& & U ! a h & U ! d a & U ! c d & U ! b c F b & U ! h U h U ! h a & U ! a U a U ! a d & U ! d U d U ! d c U ! c U c U ! c b,strictly_ordered_visit,"['h', 'a', 'd', 'c', 'b']"
visit h and only then visit b without returning to h only then visit a without returning to b only then visit c without returning to a and only then visit d without returning to c,& & U ! b h & U ! a b & U ! c a & U ! d c F d & U ! h U h U ! h b & U ! b U b U ! b a & U ! a U a U ! a c U ! c U c U ! c d,strictly_ordered_visit,"['h', 'b', 'a', 'c', 'd']"
visit h and only then visit b without returning to h only then visit a without returning to b only then visit d without returning to a and only then visit c without returning to d,& & U ! b h & U ! a b & U ! d a & U ! c d F c & U ! h U h U ! h b & U ! b U b U ! b a & U ! a U a U ! a d U ! d U d U ! d c,strictly_ordered_visit,"['h', 'b', 'a', 'd', 'c']"
visit h and only then visit b without returning to h only then visit c without returning to b only then visit a without returning to c and only then visit d without returning to a,& & U ! b h & U ! c b & U ! a c & U ! d a F d & U ! h U h U ! h b & U ! b U b U ! b c & U ! c U c U ! c a U ! a U a U ! a d,strictly_ordered_visit,"['h', 'b', 'c', 'a', 'd']"
visit h and only then visit b without returning to h only then visit c without returning to b only then visit d without returning to c and only then visit a without returning to d,& & U ! b h & U ! c b & U ! d c & U ! a d F a & U ! h U h U ! h b & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d a,strictly_ordered_visit,"['h', 'b', 'c', 'd', 'a']"
visit h and only then visit b without returning to h only then visit d without returning to b only then visit a without returning to d and only then visit c without returning to a,& & U ! b h & U ! d b & U ! a d & U ! c a F c & U ! h U h U ! h b & U ! b U b U ! b d & U ! d U d U ! d a U ! a U a U ! a c,strictly_ordered_visit,"['h', 'b', 'd', 'a', 'c']"
visit h and only then visit b without returning to h only then visit d without returning to b only then visit c without returning to d and only then visit a without returning to c,& & U ! b h & U ! d b & U ! c d & U ! a c F a & U ! h U h U ! h b & U ! b U b U ! b d & U ! d U d U ! d c U ! c U c U ! c a,strictly_ordered_visit,"['h', 'b', 'd', 'c', 'a']"
visit h and only then visit c without returning to h only then visit a without returning to c only then visit b without returning to a and only then visit d without returning to b,& & U ! c h & U ! a c & U ! b a & U ! d b F d & U ! h U h U ! h c & U ! c U c U ! c a & U ! a U a U ! a b U ! b U b U ! b d,strictly_ordered_visit,"['h', 'c', 'a', 'b', 'd']"
visit h and only then visit c without returning to h only then visit a without returning to c only then visit d without returning to a and only then visit b without returning to d,& & U ! c h & U ! a c & U ! d a & U ! b d F b & U ! h U h U ! h c & U ! c U c U ! c a & U ! a U a U ! a d U ! d U d U ! d b,strictly_ordered_visit,"['h', 'c', 'a', 'd', 'b']"
visit h and only then visit c without returning to h only then visit b without returning to c only then visit a without returning to b and only then visit d without returning to a,& & U ! c h & U ! b c & U ! a b & U ! d a F d & U ! h U h U ! h c & U ! c U c U ! c b & U ! b U b U ! b a U ! a U a U ! a d,strictly_ordered_visit,"['h', 'c', 'b', 'a', 'd']"
visit h and only then visit c without returning to h only then visit b without returning to c only then visit d without returning to b and only then visit a without returning to d,& & U ! c h & U ! b c & U ! d b & U ! a d F a & U ! h U h U ! h c & U ! c U c U ! c b & U ! b U b U ! b d U ! d U d U ! d a,strictly_ordered_visit,"['h', 'c', 'b', 'd', 'a']"
visit h and only then visit c without returning to h only then visit d without returning to c only then visit a without returning to d and only then visit b without returning to a,& & U ! c h & U ! d c & U ! a d & U ! b a F b & U ! h U h U ! h c & U ! c U c U ! c d & U ! d U d U ! d a U ! a U a U ! a b,strictly_ordered_visit,"['h', 'c', 'd', 'a', 'b']"
visit h and only then visit c without returning to h only then visit d without returning to c only then visit b without returning to d and only then visit a without returning to b,& & U ! c h & U ! d c & U ! b d & U ! a b F a & U ! h U h U ! h c & U ! c U c U ! c d & U ! d U d U ! d b U ! b U b U ! b a,strictly_ordered_visit,"['h', 'c', 'd', 'b', 'a']"
visit h and only then visit d without returning to h only then visit a without returning to d only then visit b without returning to a and only then visit c without returning to b,& & U ! d h & U ! a d & U ! b a & U ! c b F c & U ! h U h U ! h d & U ! d U d U ! d a & U ! a U a U ! a b U ! b U b U ! b c,strictly_ordered_visit,"['h', 'd', 'a', 'b', 'c']"
visit h and only then visit d without returning to h only then visit a without returning to d only then visit c without returning to a and only then visit b without returning to c,& & U ! d h & U ! a d & U ! c a & U ! b c F b & U ! h U h U ! h d & U ! d U d U ! d a & U ! a U a U ! a c U ! c U c U ! c b,strictly_ordered_visit,"['h', 'd', 'a', 'c', 'b']"
visit h and only then visit d without returning to h only then visit b without returning to d only then visit a without returning to b and only then visit c without returning to a,& & U ! d h & U ! b d & U ! a b & U ! c a F c & U ! h U h U ! h d & U ! d U d U ! d b & U ! b U b U ! b a U ! a U a U ! a c,strictly_ordered_visit,"['h', 'd', 'b', 'a', 'c']"
visit h and only then visit d without returning to h only then visit b without returning to d only then visit c without returning to b and only then visit a without returning to c,& & U ! d h & U ! b d & U ! c b & U ! a c F a & U ! h U h U ! h d & U ! d U d U ! d b & U ! b U b U ! b c U ! c U c U ! c a,strictly_ordered_visit,"['h', 'd', 'b', 'c', 'a']"
visit h and only then visit d without returning to h only then visit c without returning to d only then visit a without returning to c and only then visit b without returning to a,& & U ! d h & U ! c d & U ! a c & U ! b a F b & U ! h U h U ! h d & U ! d U d U ! d c & U ! c U c U ! c a U ! a U a U ! a b,strictly_ordered_visit,"['h', 'd', 'c', 'a', 'b']"
visit h and only then visit d without returning to h only then visit c without returning to d only then visit b without returning to c and only then visit a without returning to b,& & U ! d h & U ! c d & U ! b c & U ! a b F a & U ! h U h U ! h d & U ! d U d U ! d c & U ! c U c U ! c b U ! b U b U ! b a,strictly_ordered_visit,"['h', 'd', 'c', 'b', 'a']"
visit a b c d and h in that exact order once you leave any location you can not return to it,& & U ! b a & U ! c b & U ! d c & U ! h d F h & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c d U ! d U d U ! d h,strictly_ordered_visit,"['a', 'b', 'c', 'd', 'h']"
visit a b c h and d in that exact order once you leave any location you can not return to it,& & U ! b a & U ! c b & U ! h c & U ! d h F d & U ! a U a U ! a b & U ! b U b U ! b c & U ! c U c U ! c h U ! h U h U ! h d,strictly_ordered_visit,"['a', 'b', 'c', 'h', 'd']"
visit a b d c and h in that exact order once you leave any location you can not return to it,& & U ! b a & U ! d b & U ! c d & U ! h c F h & U ! a U a U ! a b & U ! b U b U ! b d & U ! d U d U ! d c U ! c U c U ! c h,strictly_ordered_visit,"['a', 'b', 'd', 'c', 'h']"
visit a b d h and c in that exact order once you leave any location you can not return to it,& & U ! b a & U ! d b & U ! h d & U ! c h F c & U ! a U a U ! a b & U ! b U b U ! b d & U ! d U d U ! d h U ! h U h U ! h c,strictly_ordered_visit,"['a', 'b', 'd', 'h', 'c']"
visit a b h c and d in that exact order once you leave any location you can not return to it,& & U ! b a & U ! h b & U ! c h & U ! d c F d & U ! a U a U ! a b & U ! b U b U ! b h & U ! h U h U ! h c U ! c U c U ! c d,strictly_ordered_visit,"['a', 'b', 'h', 'c', 'd']"
visit a b h d and c in that exact order once you leave any location you can not return to it,& & U ! b a & U ! h b & U ! d h & U ! c d F c & U ! a U a U ! a b & U ! b U b U ! b h & U ! h U h U ! h d U ! d U d U ! d c,strictly_ordered_visit,"['a', 'b', 'h', 'd', 'c']"
visit a c b d and h in that exact order once you leave any location you can not return to it,& & U ! c a & U ! b c & U ! d b & U ! h d F h & U ! a U a U ! a c & U ! c U c U ! c b & U ! b U b U ! b d U ! d U d U ! d h,strictly_ordered_visit,"['a', 'c', 'b', 'd', 'h']"
visit a c b h and d in that exact order once you leave any location you can not return to it,& & U ! c a & U ! b c & U ! h b & U ! d h F d & U ! a U a U ! a c & U ! c U c U ! c b & U ! b U b U ! b h U ! h U h U ! h d,strictly_ordered_visit,"['a', 'c', 'b', 'h', 'd']"
visit a c d b and h in that exact order once you leave any location you can not return to it,& & U ! c a & U ! d c & U ! b d & U ! h b F h & U ! a U a U ! a c & U ! c U c U ! c d & U ! d U d U ! d b U ! b U b U ! b h,strictly_ordered_visit,"['a', 'c', 'd', 'b', 'h']"
visit a c d h and b in that exact order once you leave any location you can not return to it,& & U ! c a & U ! d c & U ! h d & U ! b h F b & U ! a U a U ! a c & U ! c U c U ! c d & U ! d U d U ! d h U ! h U h U ! h b,strictly_ordered_visit,"['a', 'c', 'd', 'h', 'b']"
visit a c h b and d in that exact order once you leave any location you can not return to it,& & U ! c a & U ! h c & U ! b h & U ! d b F d & U ! a U a U ! a c & U ! c U c U ! c h & U ! h U h U ! h b U ! b U b U ! b d,strictly_ordered_visit,"['a', 'c', 'h', 'b', 'd']"
visit a c h d and b in that exact order once you leave any location you can not return to it,& & U ! c a & U ! h c & U ! d h & U ! b d F b & U ! a U a U ! a c & U ! c U c U ! c h & U ! h U h U ! h d U ! d U d U ! d b,strictly_ordered_visit,"['a', 'c', 'h', 'd', 'b']"
